Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
127	-34.231647	0.8087336	-33.31965	-35.352314	999.0	-2.698291	0.6310802	-0.5917407	-3.16394	512000	-0.055090442	0.7752898	0.0	-0.35303992	0.8821959	-7.0780515e-10	88.12759494781494
128	-7.8609333	44.990894	70.039665	-34.822964	965.0	-3.1450667	0.12927933	-2.2880373	-3.243156	516000	0.020220827	130.16357	0.0	-22.733576	0.88191956	-2.9057262e-10	88.8527181148529
129	-33.91027	1.3875973	-32.008812	-35.677677	999.0	-1.1281883	2.0732775	7.3975334	-2.639489	520000	-0.025949702	8.308315	0.0	-7.70947	0.8816773	-6.6310163e-10	89.48239588737488
130	-34.50969	1.1101921	-32.759495	-35.82225	999.0	-3.0912719	0.06620899	-2.7168248	-3.1383896	524000	-0.10207745	0.5921118	0.0	-0.016997539	0.88144934	-1.1399388e-09	90.15323877334595
131	-33.84137	0.52067006	-33.45229	-34.734875	999.0	-3.1549277	0.050257795	-2.940244	-3.2036617	528000	-0.08976248	0.5626743	0.0	-0.014450178	0.881209	-1.1324883e-09	90.83898401260376
132	-35.915688	0.6224221	-35.28441	-36.948093	999.0	-3.0115097	0.10799714	-2.1100779	-3.0733838	532000	-0.08703178	0.60546756	0.0	-0.06495301	0.88096195	3.4272662e-10	91.45873808860779
133	-34.91825	2.4921832	-31.979088	-38.644398	999.0	-3.2731361	0.10892041	-1.9465736	-3.3176584	536000	-0.09421633	0.58548987	0.0	-0.03161852	0.8807089	1.1846424e-09	92.1307909488678
134	-33.536137	1.5297946	-32.438377	-36.146137	999.0	-3.0244892	0.42227203	1.1083583	-3.1652098	540000	-0.0644849	0.6790023	0.0	-0.13445818	0.8804473	5.2154087e-11	92.86887669563293
135	-34.284073	2.452015	-30.673399	-36.93392	999.0	-3.0696368	0.027149249	-2.973258	-3.118761	544000	-0.08662986	0.6647893	0.0	-0.0069650933	0.88018996	1.2442469e-09	93.5025384426117
136	-34.40413	1.1534104	-33.00826	-36.18911	999.0	-3.0981612	0.03926219	-2.6820898	-3.128398	548000	-0.09068637	0.5087125	0.0	-0.027269393	0.8799283	2.3022295e-09	94.1744773387909
137	-34.224396	0.8686356	-32.778275	-34.91709	999.0	-2.961864	0.48963678	2.130571	-3.1623614	552000	-0.07270783	0.7510352	0.0	-0.19519573	0.8796607	-1.3038516e-09	94.87718343734741
138	-33.600407	1.3868104	-32.338684	-35.7053	999.0	-3.128874	0.03450235	-2.9355328	-3.1571026	556000	-0.08112379	0.48937368	0.0	-0.011999249	0.8793945	-9.834766e-10	95.50744676589966
139	-34.642776	1.0701967	-32.947147	-35.81158	999.0	-3.016484	0.057271518	-2.706289	-3.0669034	560000	-0.10291995	0.54458445	0.0	-0.018944249	0.87912595	9.834766e-10	96.1833963394165
140	-35.02964	1.5995771	-32.795254	-37.05241	999.0	-3.0905747	0.1046712	-2.535776	-3.1894143	564000	-0.07405515	0.523667	0.0	-0.009129509	0.8788491	-8.195637e-11	96.87529134750366
141	-32.931446	1.6256374	-30.684574	-35.179123	999.0	-3.183858	0.08696334	-2.6753078	-3.2609737	568000	-0.08154385	0.57452214	0.0	-0.04967781	0.8785741	-2.6300548e-09	97.50686573982239
142	-32.312523	0.10091804	-32.234882	-32.482296	999.0	-2.9670568	0.13084362	-2.1790633	-3.061184	572000	-0.08276977	0.46454233	0.0	-0.00363978	0.8782974	-3.5017728e-10	98.21801042556763
143	-34.143997	0.58467835	-33.60845	-35.128357	999.0	-2.893339	0.17050728	-1.5743785	-3.0071971	576000	-0.07229697	0.45193875	0.0	-0.039965205	0.8780191	1.2293458e-09	98.91446495056152
144	-32.412624	1.4559538	-30.096003	-34.02229	999.0	-3.0867975	0.13638327	-2.2700264	-3.1836574	580000	-0.07435971	0.5681867	0.0	-0.031296343	0.87774354	-2.0116564e-10	99.56936550140381
145	-33.098663	1.2516892	-31.715021	-34.635654	999.0	-2.9349945	0.111299574	-2.50364	-3.0208912	584000	-0.08157253	0.44314286	0.0	-0.0077591687	0.87746924	1.0281801e-09	100.24341750144958
146	-32.38698	0.46029353	-31.766731	-32.978638	999.0	-2.9597948	0.33161694	1.2540212	-3.1166987	588000	-0.069606535	0.5515115	0.0	-0.06235434	0.8771935	-2.682209e-10	100.94821858406067
147	-32.40525	1.270754	-30.44575	-33.96283	999.0	-2.93867	0.10579971	-2.5967035	-3.0833602	592000	-0.068520695	0.45730197	0.0	-0.0012483075	0.87692046	8.419157e-10	101.59114503860474
148	-33.46414	0.6351012	-32.561768	-34.096024	999.0	-2.9437602	0.07523225	-2.730905	-3.060763	596000	-0.08174673	0.45743307	0.0	-0.034306817	0.8766512	-2.8312206e-09	102.23155522346497
149	-33.4056	1.0602866	-32.0669	-34.612694	999.0	-3.0268059	0.14798103	-2.540665	-3.1639886	600000	-0.09671475	0.5462662	0.0	-0.00812991	0.8763793	1.2442469e-09	102.95479106903076
150	-33.837196	0.9285869	-32.791786	-35.191082	999.0	-2.9370434	0.19775186	-2.448005	-3.1548314	604000	-0.09008819	0.53064096	0.0	-0.017851934	0.8761006	2.98023e-11	103.61187481880188
151	-33.75632	0.50217986	-33.0601	-34.47936	999.0	-3.0560474	0.07631407	-2.6767735	-3.1186209	608000	-0.07749403	0.5356255	0.0	-0.0006821975	0.87581825	1.2814998e-09	104.25603151321411
152	-33.336906	1.5958816	-31.647835	-35.75511	999.0	-3.0475235	0.090948075	-2.4390063	-3.097504	612000	-0.10170084	0.6042964	0.0	-0.0075442046	0.8755377	-3.6507852e-10	104.94357895851135
153	-33.87618	1.4846746	-31.658066	-35.703983	999.0	-2.9729912	0.0646249	-2.702545	-3.025151	616000	-0.09103987	0.60021675	0.0	-0.004695408	0.87524915	-5.5879346e-10	105.64035320281982
154	-33.94535	1.7951385	-31.379416	-36.406883	999.0	-3.014458	0.09467612	-2.3748894	-3.0711806	620000	-0.08405639	0.57932925	0.0	-0.040347733	0.8749576	8.4936613e-10	106.29326558113098
155	-32.496365	1.5019313	-30.76001	-34.89249	999.0	-3.0348241	0.22448102	-2.0788727	-3.1931548	624000	-0.068280205	0.4847888	0.0	-0.038687363	0.8746664	-1.3262033e-09	106.98790168762207
156	-34.916927	0.5556645	-34.065216	-35.61416	999.0	-2.977097	0.2039486	-2.4139495	-3.179196	628000	-0.08494512	0.59908944	0.0	-0.04794994	0.87437886	-5.364418e-10	107.70161056518555
157	-32.5868	1.614145	-31.224915	-35.342705	999.0	-3.1709478	0.06316093	-2.8819225	-3.245167	632000	-0.09268839	0.57576257	0.0	-0.06069675	0.87409043	1.9371509e-09	108.34217619895935
158	-33.325478	0.65386534	-32.69292	-34.322857	999.0	-2.9660919	0.11293114	-2.3715253	-3.052126	636000	-0.09106195	0.56749976	0.0	-0.009704821	0.8737988	-9.685756e-10	109.02473545074463
159	-33.08085	1.4178188	-31.48625	-34.9681	999.0	-2.8729804	0.31741256	-0.53112364	-3.086077	640000	-0.077576816	0.5520548	0.0	-0.04866594	0.87350494	-4.5448545e-10	109.73935890197754
160	-32.917564	0.8244285	-31.92996	-33.981796	999.0	-3.0392175	0.14047545	-2.6431317	-3.200778	644000	-0.08418831	0.5351252	0.0	-0.010732666	0.8732129	-1.0877848e-09	110.38096237182617
161	-35.00123	0.84728026	-34.150955	-36.00355	999.0	-2.959025	0.21108778	-2.3341115	-3.1898649	648000	-0.07294311	0.5469767	0.0	-0.05007322	0.8729198	-6.1094757e-10	111.020827293396
162	-32.983932	1.1509513	-31.249037	-34.460197	999.0	-3.2043834	0.14610386	-2.7559595	-3.369635	652000	-0.08415075	0.554775	0.0	-0.0737562	0.87263083	1.7285348e-09	111.70225214958191
163	-33.82254	0.41538444	-33.263237	-34.408794	999.0	-3.0066602	0.19744138	-2.217314	-3.167383	656000	-0.074417666	0.39356983	0.0	-0.00893648	0.8723408	-2.3469329e-09	112.36253952980042
164	-33.75307	0.95938754	-32.401688	-34.9713	999.0	-3.0517995	0.23426396	-2.3041296	-3.2532697	660000	-0.07613817	0.44194698	0.0	-0.010215379	0.8720533	-6.258487e-10	113.08178997039795
165	-32.990158	0.9890744	-31.86103	-34.00769	999.0	-2.9862146	0.22246824	-2.1069732	-3.1503742	664000	-0.068770394	0.5030955	0.0	-0.026421025	0.8717676	-6.9290396e-10	113.73322057723999
166	-33.42606	0.65081006	-32.320454	-33.919796	999.0	-3.0002217	0.09722031	-2.2864776	-3.0398157	668000	-0.09682625	0.50085896	0.0	-0.022425741	0.8714863	-1.5869737e-09	114.36435627937317
167	-33.712128	2.2152927	-31.252731	-36.67753	999.0	-3.031405	0.15158752	-2.0908623	-3.1154459	672000	-0.10031867	0.5822893	0.0	-0.024464801	0.8711991	-1.8775463e-09	115.01809358596802
168	-33.12557	1.5444864	-30.485102	-34.4102	999.0	-2.945537	0.3213987	-1.7098312	-3.1535819	676000	-0.07613294	0.61438155	0.0	-0.050776407	0.87090564	-8.940704e-11	115.72574853897095
169	-33.42518	1.672109	-31.47467	-36.09073	999.0	-3.023151	0.040752847	-2.7762706	-3.0577714	680000	-0.092636526	0.5985136	0.0	-0.014191449	0.8706148	5.140901e-10	116.34385228157043
170	-34.971165	1.1493572	-34.063293	-36.932323	999.0	-2.9670525	0.10765202	-2.5504835	-3.0884085	684000	-0.10103065	0.62665	0.0	-0.04616084	0.87031984	-2.9802327e-11	116.99982357025146
171	-34.19619	1.4629742	-32.240868	-36.367416	999.0	-3.1347873	0.18491787	-2.5207784	-3.3178236	688000	-0.103977084	0.7306352	0.0	-0.012317166	0.8700197	-3.3527614e-10	117.69693112373352
172	-33.83195	1.0124434	-32.68237	-34.94007	999.0	-3.0665102	0.22974198	-2.191773	-3.3496194	692000	-0.074636966	0.54397583	0.0	-0.02537971	0.8697139	-1.1846424e-09	118.39371514320374
173	-34.144215	1.7884345	-31.920696	-35.938683	999.0	-3.0559366	0.06981714	-2.8489163	-3.2049544	696000	-0.08710145	0.55684775	0.0	-0.0066573024	0.8694117	5.8859584e-10	119.12564086914062
174	-33.744186	1.1077969	-32.31072	-35.369072	999.0	-3.0901535	0.12736294	-2.2064767	-3.304224	700000	-0.089500725	0.5388583	0.0	-0.037706755	0.8691098	2.682209e-10	119.80879783630371
175	-32.56292	1.1305113	-30.741282	-33.793247	999.0	-3.0427115	0.18970048	-2.483191	-3.22772	704000	-0.06798414	0.452307	0.0	-0.018983707	0.868807	-1.5422702e-09	120.45869135856628
176	-33.485065	0.9639008	-32.213802	-34.554134	999.0	-2.926281	0.12975645	-2.33861	-3.1445394	708000	-0.091002166	0.46268788	0.0	-0.093577586	0.8685094	-7.0780515e-10	121.14464235305786
177	-33.24798	1.4412376	-30.768969	-34.298813	999.0	-2.8969142	0.4276861	-0.77062964	-3.1543639	712000	-0.07510783	0.63755167	0.0	-0.14177516	0.86821	-5.0663945e-10	121.78870344161987
178	-32.223072	1.6842318	-29.629646	-34.128086	999.0	-3.0104594	0.044798877	-2.428439	-3.0289705	716000	-0.0856963	0.5436751	0.0	-0.010273077	0.86791414	-3.2782554e-10	122.43394303321838
179	-32.11212	0.97429234	-30.832785	-33.37792	999.0	-2.920416	0.122882	-1.5127019	-2.9687996	720000	-0.075136304	0.41453582	0.0	-0.051418595	0.8676178	4.768372e-10	123.12572455406189
180	-32.405838	1.7127118	-31.362278	-35.371338	999.0	-2.8985054	0.19146287	-2.017643	-3.0169528	724000	-0.08677893	0.58959836	0.0	-0.011017568	0.8673243	-1.1399388e-09	123.81803011894226
181	-32.88585	0.93919885	-31.639101	-34.199543	999.0	-2.9641635	0.037268694	-2.719186	-2.9868102	728000	-0.07805868	0.47023603	0.0	-0.0100882575	0.86702925	9.76026e-10	124.45788240432739
182	-33.439884	1.243608	-31.996845	-35.325817	999.0	-2.8698943	0.26328924	-1.6527727	-3.0359223	732000	-0.07725439	0.48918203	0.0	-0.030277044	0.86673737	-8.046627e-10	125.1928083896637
183	-32.964912	0.76798683	-31.75038	-33.871117	999.0	-3.0711832	0.26116508	-0.58185315	-3.1558585	736000	-0.08825719	0.5027922	0.0	-0.024526179	0.86644614	1.7136337e-10	125.85492968559265
184	-33.443516	0.5194013	-32.739433	-34.20617	999.0	-2.9702456	0.12339795	-2.356834	-3.064284	740000	-0.095678635	0.5697732	0.0	-0.0539193	0.86615366	1.6465783e-09	126.48899745941162
185	-32.98413	1.2364767	-31.804905	-34.774	999.0	-2.9192753	0.36614972	-1.2594204	-3.2853749	744000	-0.0808723	0.61650205	0.0	-0.049974218	0.8658565	2.30968e-10	127.20596528053284
186	-33.65714	1.1610208	-31.676304	-34.583202	999.0	-3.0020187	0.11849466	-2.2586725	-3.1292653	748000	-0.10818596	0.6253843	0.0	-0.0051227733	0.86556053	-1.6614794e-09	127.88308763504028
187	-32.404335	1.6261612	-29.807283	-34.114258	999.0	-3.0489647	0.1737996	-2.047662	-3.200328	752000	-0.08492767	0.5495375	0.0	-0.027782395	0.8652572	1.862645e-10	128.5098729133606
188	-33.041756	1.0598997	-31.611677	-34.188145	999.0	-2.8396974	0.24509658	-1.7845397	-3.06009	756000	-0.07399294	0.425194	0.0	-0.034148626	0.86495405	7.4505807e-10	129.1810486316681
189	-33.999	1.3019191	-33.1436	-36.250946	999.0	-2.9486856	0.27827522	-0.395873	-3.1616752	760000	-0.10448252	0.4694083	0.0	-0.01693096	0.8646562	1.7508864e-09	129.8633110523224
190	-32.976128	1.7576768	-31.130836	-35.145603	999.0	-3.1451359	0.18041383	-2.192158	-3.2833555	764000	-0.076458395	0.5548013	0.0	-0.036416672	0.86435014	1.8626451e-09	130.51566076278687
191	-32.89361	1.7565707	-29.957428	-34.40557	999.0	-2.8847554	0.3394562	-1.2391874	-3.095593	768000	-0.07740562	0.636443	0.0	-0.106492266	0.86404836	-3.4272674e-10	131.22362446784973
192	-33.591537	0.2911928	-33.148014	-33.888664	999.0	-2.9396358	0.034473248	-2.7915719	-2.9900131	772000	-0.10093649	0.5995232	0.0	-0.025637709	0.86375004	2.682209e-10	131.90317630767822
193	-34.135666	0.5896295	-33.161602	-34.742847	999.0	-2.957569	0.18586107	-2.4923632	-3.14123	776000	-0.08943647	0.61705554	0.0	-0.018693775	0.86344546	-1.5944241e-09	132.55401611328125
194	-31.95743	1.2507957	-30.457617	-33.929893	999.0	-3.0477397	0.2348793	-2.0389597	-3.2823074	780000	-0.088513345	0.51652914	0.0	-0.06370863	0.8631405	-2.682209e-10	133.23728203773499
195	-31.962282	1.5378197	-29.793163	-34.02156	999.0	-2.9031417	0.12261844	-2.0621	-2.948774	784000	-0.08985731	0.5207875	0.0	-0.005298622	0.8628351	1.1175871e-10	133.9552104473114
196	-31.974783	0.9291054	-30.815268	-33.40098	999.0	-2.909171	0.027802244	-2.8626204	-3.091681	788000	-0.097774416	0.583854	0.0	-0.0007932633	0.86252844	-2.9802322e-10	134.67679119110107
197	-31.947083	0.9403387	-30.827951	-33.31423	999.0	-2.8980875	0.02209567	-2.638568	-3.0151892	792000	-0.09862862	0.5204544	0.0	-0.023518465	0.86221915	7.748604e-10	135.32348680496216
198	-32.48446	0.7519469	-31.597513	-33.666954	999.0	-2.7728314	0.24164172	-1.7865492	-2.9416754	796000	-0.087004535	0.5628847	0.0	-0.051636152	0.86190575	-2.3394824e-09	136.02468943595886
199	-33.55037	0.9215279	-32.748302	-35.01705	999.0	-2.9229596	0.16703679	-2.2073264	-3.0526645	800000	-0.07698275	0.41754928	0.0	-0.031480968	0.8615936	-3.054738e-10	136.7355079650879
200	-32.07987	1.3973536	-30.746937	-34.197144	999.0	-3.0544574	0.1844598	-2.4380538	-3.2263348	804000	-0.08235938	0.5320201	0.0	-0.037240945	0.861286	2.4959443e-09	137.38087558746338
201	-33.487976	1.2111168	-31.902208	-34.85637	999.0	-2.8595235	0.16836643	-2.3981502	-3.0672195	808000	-0.07769433	0.43957132	0.0	-0.06109275	0.8609795	9.536744e-10	138.05503916740417
202	-31.734608	0.8803983	-30.775202	-32.866726	999.0	-3.104518	0.2339463	-1.4306684	-3.2514582	812000	-0.093784556	0.49741352	0.0	-0.059984617	0.8606771	-7.45058e-10	138.7366988658905
203	-32.22952	0.3688088	-31.738438	-32.669113	999.0	-2.9320872	0.09647738	-2.026353	-2.9865577	816000	-0.07988451	0.48101977	0.0	-0.007190883	0.860372	-5.8114535e-10	139.3984088897705
204	-32.65033	1.852373	-31.11495	-35.814453	999.0	-2.8229086	0.3758402	0.46581295	-2.9730797	820000	-0.090686	0.6356118	0.0	-0.10052451	0.860069	2.0116564e-10	140.0626757144928
205	-33.69106	2.0991075	-30.788183	-36.079243	999.0	-2.9654486	0.072193645	-2.3865511	-3.0245914	824000	-0.090182886	0.5159254	0.0	-0.025844313	0.8597645	8.866191e-10	140.7571222782135
206	-32.11304	0.40024865	-31.482582	-32.594864	999.0	-2.9803019	0.2212343	-1.8425109	-3.1498768	828000	-0.101896554	0.4077896	0.0	-0.038715586	0.85945934	-4.991889e-10	141.4175853729248
207	-32.57039	1.299839	-31.327015	-34.654423	999.0	-2.958351	0.17993966	-2.1457946	-3.1487288	832000	-0.096369855	0.46615618	0.0	-0.023334213	0.8591495	1.6316772e-09	142.10986590385437
208	-32.06925	0.7625157	-31.443005	-33.363693	999.0	-2.9122913	0.29906467	-1.5306232	-3.235619	836000	-0.08092144	0.32381955	0.0	-0.034860022	0.85883695	7.1525574e-10	142.80038714408875
209	-31.718151	1.0407188	-30.411959	-33.308285	999.0	-2.84264	0.30960464	-1.4374632	-3.1628609	840000	-0.08711411	0.47261292	0.0	-0.027135689	0.8585277	9.983778e-10	143.42808866500854
210	-32.787758	1.4708831	-30.595125	-34.729057	999.0	-2.864704	0.27973843	-1.2175862	-3.0326414	844000	-0.07761103	0.49118215	0.0	-0.04013636	0.85821867	2.1085143e-09	144.11756348609924
211	-32.635155	1.610667	-30.143354	-34.639427	999.0	-3.029641	0.04100305	-2.742638	-3.0666478	848000	-0.10355935	0.66164315	0.0	-0.012689009	0.85791343	-1.1399388e-09	144.80410981178284
212	-31.883308	0.2949537	-31.664091	-32.38722	999.0	-2.9309294	0.060549837	-2.0577502	-2.952509	852000	-0.089469194	0.49617195	0.0	-0.035263985	0.8576026	-8.34465e-10	145.4364812374115
213	-31.7495	1.5184222	-30.59166	-34.33623	999.0	-2.7752273	0.33616906	-0.58144647	-2.989221	856000	-0.08002065	0.48137236	0.0	-0.040779725	0.8572919	-3.799796e-10	146.127587556839
214	-32.901672	1.6705438	-30.141846	-34.402317	999.0	-2.8273568	0.23839587	-1.3845515	-3.0215168	860000	-0.08124359	0.4845339	0.0	-0.034449436	0.8569838	6.0349703e-10	146.81768536567688
215	-32.90094	0.13629639	-32.669945	-33.01914	999.0	-3.0188925	0.1886384	-2.1883771	-3.202293	864000	-0.08242297	0.44990402	0.0	-0.024037693	0.8566782	3.7252923e-11	147.45938730239868
216	-31.854954	1.2509568	-29.77046	-33.103184	999.0	-3.0941482	0.19847807	-1.8207144	-3.2560885	868000	-0.109731525	0.51899415	0.0	-0.052435078	0.8563746	1.989305e-09	148.116534948349
217	-33.01767	1.5909134	-31.812866	-35.70708	999.0	-2.7997956	0.25217363	-1.4190192	-3.0992298	872000	-0.08475518	0.5180345	0.0	-0.049080946	0.85606354	3.0547387e-10	148.82771062850952
218	-32.47119	0.6830731	-31.530684	-33.45864	999.0	-2.8913097	0.5837231	0.13492736	-3.3233554	876000	-0.07556694	0.6612915	0.0	-0.22840106	0.8557535	-1.952052e-09	149.48263669013977
219	-33.181843	0.23920889	-32.8072	-33.47303	999.0	-2.909493	0.17239639	-2.3533978	-3.2340496	880000	-0.082033776	0.43091792	0.0	-0.018756472	0.8554483	-7.301568e-10	150.23138856887817
220	-32.104202	1.9798697	-29.937035	-35.280834	999.0	-3.1089256	0.12713942	-2.6629505	-3.2853484	884000	-0.089421764	0.6520177	0.0	-0.07546694	0.8551449	1.1175869e-09	151.17253732681274
221	-31.18378	1.2139533	-29.38508	-32.80565	999.0	-2.8790627	0.040933833	-2.6213193	-2.910793	888000	-0.08844632	0.50854146	0.0	-0.015548386	0.85484123	1.0654331e-09	151.84662795066833
222	-5.673805	44.274944	70.9999	-32.481674	969.5	-2.8109398	0.12145943	-0.33729377	-3.0303104	892000	-0.007173702	130.56348	0.0	-36.746124	0.8545361	1.6391277e-10	152.5093150138855
223	-31.977985	1.5879707	-29.664661	-34.05948	999.0	-1.7954465	0.7493971	3.470296	-2.3038068	896000	-0.034344994	2.06083	0.0	-1.5779101	0.85425884	5.2154064e-10	153.18547654151917
224	-31.473589	1.461486	-29.147772	-33.131596	999.0	-2.1091945	2.4230196	14.970926	-2.9827905	900000	-0.011280298	6.1338434	0.0	-5.717464	0.85399646	5.1409005e-10	153.84767889976501
225	-32.408817	1.3636912	-30.963171	-34.41225	999.0	-2.9400237	0.05794137	-2.3538024	-2.9649754	904000	-0.06841485	0.46667972	0.0	-0.0050509498	0.8537559	1.4826655e-09	154.46791625022888
226	-32.606125	0.9542947	-31.132551	-33.792114	999.0	-2.9408822	0.117951415	-2.1293244	-2.9954348	908000	-0.10493313	0.5733404	0.0	-0.0066721737	0.8535155	2.4586915e-09	155.1454508304596
227	-31.374624	0.4931701	-30.615084	-31.888498	999.0	-2.8631008	0.22281994	-0.55242735	-2.988333	912000	-0.07612467	0.41185734	0.0	-0.017044298	0.85326207	-1.3485552e-09	155.84141516685486
228	-32.36876	0.24902295	-32.07142	-32.71962	999.0	-2.9051325	0.12596081	-1.8977528	-2.9476838	916000	-0.08289282	0.43733034	0.0	-0.013868168	0.85300696	-4.4703463e-11	156.48715567588806
229	-33.53907	0.92567784	-32.234737	-34.81989	999.0	-2.9619393	0.10052109	-2.0953102	-3.0077047	920000	-0.10732952	0.5357405	0.0	-0.03642027	0.8527486	1.7881396e-10	157.14165019989014
230	-31.68497	2.0024533	-28.694054	-34.28966	999.0	-2.954799	0.24377166	-1.7226764	-3.1408134	924000	-0.08362349	0.36722282	0.0	-0.02261674	0.85247844	0.0	157.84893012046814
231	-31.4414	1.3274038	-29.502972	-33.148685	999.0	-2.7755458	0.30882668	-1.8805416	-3.1517448	928000	-0.095752895	0.49373496	0.0	-0.012228671	0.85220665	1.7881396e-10	158.49634456634521
232	-30.899342	1.4968058	-28.933561	-32.648388	999.0	-3.0880682	0.13600542	-2.2933354	-3.191786	932000	-0.09605592	0.5550834	0.0	-0.13459921	0.8519273	-2.2947786e-09	159.1535460948944
233	-32.79271	1.5537182	-31.267338	-35.391083	999.0	-2.675386	0.23158868	-1.9256666	-3.0074883	936000	-0.10659864	0.71757805	0.0	-0.1439596	0.851643	-5.9604643e-10	159.8388955593109
234	-32.709686	1.4339288	-31.001944	-34.336742	999.0	-2.7031398	0.54930735	2.6734397	-3.0829992	940000	-0.099322736	0.744382	0.0	-0.17153203	0.851351	-7.45058e-10	160.48610472679138
235	-33.36303	0.34375158	-32.84365	-33.80845	999.0	-2.9463868	0.39648315	2.0182936	-3.1854193	944000	-0.10865604	0.50574327	0.0	-0.023031168	0.8510528	-2.4586916e-10	161.17782068252563
236	-33.534702	2.4544537	-30.77372	-36.67615	999.0	-3.212668	0.1397602	-2.3520994	-3.3114896	948000	-0.09197199	0.48649395	0.0	-0.061596945	0.8507465	4.172325e-10	161.84799027442932
237	-31.735281	1.7483903	-29.051506	-33.95202	999.0	-2.9607868	0.25093904	-2.0468066	-3.2491696	952000	-0.09080568	0.49181625	0.0	-0.016203307	0.85043937	1.6093256e-09	162.4801731109619
238	-33.216095	1.2238045	-32.00447	-34.934135	999.0	-2.7914832	0.25939348	-1.8247548	-3.1206784	956000	-0.078198195	0.52667505	0.0	-0.055433586	0.85013145	-2.3767353e-09	163.1444263458252
239	-32.12746	1.2182746	-30.180357	-33.542744	999.0	-3.1912875	0.16089042	-2.6001973	-3.3566413	960000	-0.08425703	0.623636	0.0	-0.0980854	0.8498266	1.2740493e-09	163.86050629615784
240	-32.232826	1.7835332	-29.947104	-34.71517	999.0	-2.7959507	0.19482979	-1.8442904	-2.9962382	964000	-0.09207421	0.5252122	0.0	-0.02355741	0.8495224	1.0877848e-09	164.51442050933838
241	-31.383175	1.642318	-29.218462	-33.64807	999.0	-2.664896	0.4841325	1.810335	-3.0073776	968000	-0.07834021	0.6549775	0.0	-0.17510903	0.8492172	1.7806887e-09	165.18111300468445
242	-32.340317	1.4521381	-30.135944	-33.819344	999.0	-2.921955	0.010745739	-2.824544	-2.9308348	972000	-0.09946406	0.5510122	0.0	-8.21501e-05	0.8489151	1.1920925e-10	165.84477496147156
243	-32.69499	1.104896	-31.472006	-34.220604	999.0	-2.90627	0.06852346	-2.2574625	-2.9400268	976000	-0.097360045	0.54196656	0.0	-0.07400697	0.84860826	-4.917383e-10	166.48998761177063
244	-32.05804	0.81534797	-30.85206	-33.148182	999.0	-3.047478	0.24606298	-1.8905454	-3.1930254	980000	-0.0956521	0.50881857	0.0	-0.03293372	0.8482988	1.4901136e-11	167.15908360481262
245	-32.09397	2.0300238	-30.806322	-35.605484	999.0	-2.8752558	0.22293405	-2.1550279	-3.0921218	984000	-0.094817296	0.52269846	0.0	-0.0034986585	0.8479859	-2.9429794e-09	167.83787059783936
246	-31.836647	1.3773189	-29.726559	-33.12313	999.0	-2.8731437	0.20926818	-2.1468542	-3.0995803	988000	-0.09886626	0.44769928	0.0	-0.019768097	0.8476719	1.5348196e-09	168.475834608078
247	-31.464638	1.085356	-29.910473	-32.93255	999.0	-2.9379003	0.21960966	-2.1668062	-3.2069101	992000	-0.079387985	0.45385647	0.0	-0.01991345	0.8473561	-3.054738e-10	169.12208533287048
248	-31.275135	0.9848802	-29.9292	-32.700012	999.0	-2.856925	0.17295676	-1.9958779	-3.0238552	996000	-0.07963853	0.38699225	0.0	-0.0107396245	0.84704345	1.5050172e-09	169.80048656463623
249	-33.09465	0.8702023	-31.847418	-34.215992	999.0	-2.7043328	0.2281527	-1.9255693	-3.051696	1000000	-0.08855538	0.47496694	0.0	-0.08132375	0.84673375	-9.313226e-10	170.4584367275238
250	-32.2303	0.73242265	-31.345165	-33.35745	999.0	-2.77038	0.39578903	-0.7561935	-3.3158684	1004000	-0.07245155	0.5139283	0.0	-0.060996436	0.84642476	1.0430813e-10	171.1386523246765
251	-30.90444	1.2405406	-29.44415	-32.834	999.0	-3.1878796	0.13790229	-2.7247875	-3.3550751	1008000	-0.07904352	0.5810027	0.0	-0.14397062	0.846121	3.7252906e-10	171.80927419662476
252	-32.22547	1.4315227	-30.433159	-33.965614	999.0	-2.7294724	0.2107546	-1.683528	-2.9679635	1012000	-0.09891319	0.48675954	0.0	-0.040979348	0.8458202	7.152558e-10	172.43815159797668
253	-32.04775	1.8214724	-29.514328	-34.659378	999.0	-2.9326088	0.16774668	-1.9591732	-3.0454159	1016000	-0.08049969	0.47961587	0.0	-0.0036414415	0.845515	6.7800277e-10	173.14129900932312
254	-31.046963	0.8760878	-30.029852	-32.321247	999.0	-2.9367013	0.07727044	-2.52298	-3.0003102	1020000	-0.068560496	0.41187358	0.0	-0.017657213	0.8452124	1.7359854e-09	173.82512974739075
255	-32.260204	0.96740603	-31.04875	-33.700092	999.0	-2.8022945	0.12116843	-2.2710488	-2.9096162	1024000	-0.089613006	0.4489661	0.0	-0.052337363	0.84491545	1.4081598e-09	174.45262718200684
256	-30.807835	1.4548993	-29.725704	-33.3137	999.0	-2.6221147	0.35910958	-1.0703934	-3.1032186	1028000	-0.09206177	0.4544454	0.0	-0.024263695	0.8446176	4.991889e-10	175.10017824172974
